iso3_country,year,technology,income_group,wb_region,capex_$/kw,fom_$/kw/yr,vom_$/mwh,lcoe_$/mwh,wacc_nominal,crf,annual_cost_$/kw/yr,data_source,capex_source,crf_source,proxy_peers,country_name
GHA,2025,PV fixed-axis,LMIC,Sub-Saharan Africa,457.05,8.6566,0,39.05,0.201861,0.203917,101.86,proxied,peer_mean_income,irena,IND|PHL|VNM,Ghana
GHA,2030,PV fixed-axis,LMIC,Sub-Saharan Africa,390.9,8.1074,0,29.11,0.201861,0.203917,87.82,proxied,peer_mean_income,irena,IND|PHL|VNM,Ghana
GIN,2025,PV fixed-axis,LIC,Sub-Saharan Africa,573.91,12.2751,0,44.09,,0.144433,95.17,proxied,global_mean,peer_mean,ARE|AUS|CAN|CHN|DEU|ESP|FRA|GBR|IDN|IND|ITA|JPN|KOR|MYS|PHL|THA|USA|VNM|ZAF,Guinea
GIN,2030,PV fixed-axis,LIC,Sub-Saharan Africa,462.06,11.5,0,34.46,,0.144433,78.24,proxied,global_mean,peer_mean,ARE|AUS|CAN|CHN|DEU|ESP|FRA|GBR|IDN|IND|ITA|JPN|KOR|MYS|PHL|THA|USA|VNM|ZAF,Guinea
GMB,2025,PV fixed-axis,LIC,Sub-Saharan Africa,573.91,12.2751,0,44.09,,0.144433,95.17,proxied,global_mean,peer_mean,ARE|AUS|CAN|CHN|DEU|ESP|FRA|GBR|IDN|IND|ITA|JPN|KOR|MYS|PHL|THA|USA|VNM|ZAF,Gambia
GMB,2030,PV fixed-axis,LIC,Sub-Saharan Africa,462.06,11.5,0,34.46,,0.144433,78.24,proxied,global_mean,peer_mean,ARE|AUS|CAN|CHN|DEU|ESP|FRA|GBR|IDN|IND|ITA|JPN|KOR|MYS|PHL|THA|USA|VNM|ZAF,Gambia
GNB,2025,PV fixed-axis,LIC,Sub-Saharan Africa,573.91,12.2751,0,44.09,,0.144433,95.17,proxied,global_mean,peer_mean,ARE|AUS|CAN|CHN|DEU|ESP|FRA|GBR|IDN|IND|ITA|JPN|KOR|MYS|PHL|THA|USA|VNM|ZAF,Guinea-Bissau
GNB,2030,PV fixed-axis,LIC,Sub-Saharan Africa,462.06,11.5,0,34.46,,0.144433,78.24,proxied,global_mean,peer_mean,ARE|AUS|CAN|CHN|DEU|ESP|FRA|GBR|IDN|IND|ITA|JPN|KOR|MYS|PHL|THA|USA|VNM|ZAF,Guinea-Bissau
GNQ,2025,PV fixed-axis,UMIC,Sub-Saharan Africa,477.96,12.2584,0,39.09,,0.101525,60.78,proxied,peer_mean_region_income,peer_mean,ZAF,Equatorial Guinea
GNQ,2030,PV fixed-axis,UMIC,Sub-Saharan Africa,446.22,11.5353,0,32.58,,0.101525,56.84,proxied,peer_mean_region_income,peer_mean,ZAF,Equatorial Guinea
GRC,2025,PV fixed-axis,HIC,Europe & Central Asia,505.11,11.1583,0,41.62,0.062812,0.080329,51.73,proxied,peer_mean_region_income,irena,DEU|ESP|FRA|GBR|ITA,Greece
GRC,2030,PV fixed-axis,HIC,Europe & Central Asia,429.06,10.4559,0,35.54,0.062812,0.080329,44.92,proxied,peer_mean_region_income,irena,DEU|ESP|FRA|GBR|ITA,Greece
GRD,2025,PV fixed-axis,UMIC,Latin America & Caribbean,535.15,10.7181,0,43.04,,0.333547,189.21,proxied,peer_mean_income,peer_mean,CHN|IDN|MYS|THA|ZAF,Grenada
GRD,2030,PV fixed-axis,UMIC,Latin America & Caribbean,427.3,10.0509,0,32.32,,0.333547,152.58,proxied,peer_mean_income,peer_mean,CHN|IDN|MYS|THA|ZAF,Grenada
GTM,2025,PV fixed-axis,UMIC,Latin America & Caribbean,535.15,10.7181,0,43.04,0.104204,0.113747,71.59,proxied,peer_mean_income,irena,CHN|IDN|MYS|THA|ZAF,Guatemala
GTM,2030,PV fixed-axis,UMIC,Latin America & Caribbean,427.3,10.0509,0,32.32,0.104204,0.113747,58.66,proxied,peer_mean_income,irena,CHN|IDN|MYS|THA|ZAF,Guatemala
GUY,2025,PV fixed-axis,UMIC,Latin America & Caribbean,535.15,10.7181,0,43.04,,0.333547,189.21,proxied,peer_mean_income,peer_mean,CHN|IDN|MYS|THA|ZAF,Guyana
GUY,2030,PV fixed-axis,UMIC,Latin America & Caribbean,427.3,10.0509,0,32.32,,0.333547,152.58,proxied,peer_mean_income,peer_mean,CHN|IDN|MYS|THA|ZAF,Guyana
HKG,2025,PV fixed-axis,HIC,East Asia & Pacific,771.49,18.4174,0,55.59,,0.075773,76.88,proxied,peer_mean_region_income,peer_mean,AUS|JPN|KOR,Hong Kong
HKG,2030,PV fixed-axis,HIC,East Asia & Pacific,576.43,17.2491,0,42.05,,0.075773,60.93,proxied,peer_mean_region_income,peer_mean,AUS|JPN|KOR,Hong Kong
HND,2025,PV fixed-axis,LMIC,Latin America & Caribbean,457.05,8.6566,0,39.05,0.089409,0.101319,54.96,proxied,peer_mean_income,irena,IND|PHL|VNM,Honduras
HND,2030,PV fixed-axis,LMIC,Latin America & Caribbean,390.9,8.1074,0,29.11,0.089409,0.101319,47.71,proxied,peer_mean_income,irena,IND|PHL|VNM,Honduras
HRV,2025,PV fixed-axis,HIC,Europe & Central Asia,505.11,11.1583,0,41.62,0.079555,0.093323,58.3,proxied,peer_mean_region_income,irena,DEU|ESP|FRA|GBR|ITA,Croatia
HRV,2030,PV fixed-axis,HIC,Europe & Central Asia,429.06,10.4559,0,35.54,0.079555,0.093323,50.5,proxied,peer_mean_region_income,irena,DEU|ESP|FRA|GBR|ITA,Croatia
HTI,2025,PV fixed-axis,LIC,Latin America & Caribbean,573.91,12.2751,0,44.09,,0.142799,94.23,proxied,global_mean,peer_mean,ARE|AUS|CAN|CHN|DEU|ESP|FRA|GBR|IDN|IND|ITA|JPN|KOR|MYS|PHL|THA|USA|VNM|ZAF,Haiti
HTI,2030,PV fixed-axis,LIC,Latin America & Caribbean,462.06,11.5,0,34.46,,0.142799,77.48,proxied,global_mean,peer_mean,ARE|AUS|CAN|CHN|DEU|ESP|FRA|GBR|IDN|IND|ITA|JPN|KOR|MYS|PHL|THA|USA|VNM|ZAF,Haiti
HUN,2025,PV fixed-axis,HIC,Europe & Central Asia,505.11,11.1583,0,41.62,0.072747,0.087945,55.58,proxied,peer_mean_region_income,irena,DEU|ESP|FRA|GBR|ITA,Hungary
HUN,2030,PV fixed-axis,HIC,Europe & Central Asia,429.06,10.4559,0,35.54,0.072747,0.087945,48.19,proxied,peer_mean_region_income,irena,DEU|ESP|FRA|GBR|ITA,Hungary
IDN,2025,PV fixed-axis,UMIC,East Asia & Pacific,599.64,13.1086,0,55,0.085179,0.097857,71.79,bnef,bnef,irena,,Indonesia
IDN,2030,PV fixed-axis,UMIC,East Asia & Pacific,446.19,12.2937,0,37.58,0.085179,0.097857,55.96,bnef,bnef,irena,,Indonesia
IND,2025,PV fixed-axis,LMIC,South Asia,358.73,5.0176,0,25.14,0.101942,0.111817,45.13,bnef,bnef,irena,,India
IND,2030,PV fixed-axis,LMIC,South Asia,324.97,4.7021,0,19.48,0.101942,0.111817,41.04,bnef,bnef,irena,,India
IRL,2025,PV fixed-axis,HIC,Europe & Central Asia,505.11,11.1583,0,41.62,0.074911,0.089641,56.44,proxied,peer_mean_region_income,irena,DEU|ESP|FRA|GBR|ITA,Ireland
IRL,2030,PV fixed-axis,HIC,Europe & Central Asia,429.06,10.4559,0,35.54,0.074911,0.089641,48.92,proxied,peer_mean_region_income,irena,DEU|ESP|FRA|GBR|ITA,Ireland
IRN,2025,PV fixed-axis,LMIC,Middle East & North Africa,457.05,8.6566,0,39.05,0.482227,0.482253,229.07,proxied,peer_mean_income,irena,IND|PHL|VNM,"Iran, Islamic Republic of"
IRN,2030,PV fixed-axis,LMIC,Middle East & North Africa,390.9,8.1074,0,29.11,0.482227,0.482253,196.62,proxied,peer_mean_income,irena,IND|PHL|VNM,"Iran, Islamic Republic of"
IRQ,2025,PV fixed-axis,UMIC,Middle East & North Africa,535.15,10.7181,0,43.04,0.127419,0.134107,82.48,proxied,peer_mean_income,irena,CHN|IDN|MYS|THA|ZAF,Iraq
IRQ,2030,PV fixed-axis,UMIC,Middle East & North Africa,427.3,10.0509,0,32.32,0.127419,0.134107,67.36,proxied,peer_mean_income,irena,CHN|IDN|MYS|THA|ZAF,Iraq
ISL,2025,PV fixed-axis,HIC,Europe & Central Asia,505.11,11.1583,0,41.62,,0.078098,50.61,proxied,peer_mean_region_income,peer_mean,DEU|ESP|FRA|GBR|ITA,Iceland
ISL,2030,PV fixed-axis,HIC,Europe & Central Asia,429.06,10.4559,0,35.54,,0.078098,43.96,proxied,peer_mean_region_income,peer_mean,DEU|ESP|FRA|GBR|ITA,Iceland
ISR,2025,PV fixed-axis,HIC,Middle East & North Africa,492.19,11.8838,0,28.97,0.059356,0.077749,50.15,proxied,peer_mean_region_income,irena,ARE,Israel
ISR,2030,PV fixed-axis,HIC,Middle East & North Africa,446.22,11.1281,0,24.91,0.059356,0.077749,45.82,proxied,peer_mean_region_income,irena,ARE,Israel
ITA,2025,PV fixed-axis,HIC,Europe & Central Asia,509.14,11.0117,0,35.97,0.051046,0.071698,47.52,bnef,bnef,irena,,Italy
ITA,2030,PV fixed-axis,HIC,Europe & Central Asia,424.76,10.3203,0,30,0.051046,0.071698,40.78,bnef,bnef,irena,,Italy
JAM,2025,PV fixed-axis,UMIC,Latin America & Caribbean,535.15,10.7181,0,43.04,0.125707,0.132575,81.67,proxied,peer_mean_income,irena,CHN|IDN|MYS|THA|ZAF,Jamaica
JAM,2030,PV fixed-axis,UMIC,Latin America & Caribbean,427.3,10.0509,0,32.32,0.125707,0.132575,66.7,proxied,peer_mean_income,irena,CHN|IDN|MYS|THA|ZAF,Jamaica
JOR,2025,PV fixed-axis,UMIC,Middle East & North Africa,535.15,10.7181,0,43.04,0.109638,0.118426,74.09,proxied,peer_mean_income,irena,CHN|IDN|MYS|THA|ZAF,Jordan
JOR,2030,PV fixed-axis,UMIC,Middle East & North Africa,427.3,10.0509,0,32.32,0.109638,0.118426,60.66,proxied,peer_mean_income,irena,CHN|IDN|MYS|THA|ZAF,Jordan
JPN,2025,PV fixed-axis,HIC,East Asia & Pacific,699.27,20.7852,0,49.03,0.043584,0.06646,67.26,bnef,bnef,irena,,Japan
JPN,2030,PV fixed-axis,HIC,East Asia & Pacific,585.86,19.4637,0,42.87,0.043584,0.06646,58.4,bnef,bnef,irena,,Japan
KAZ,2025,PV fixed-axis,UMIC,Europe & Central Asia,535.15,10.7181,0,43.04,0.145668,0.150699,91.36,proxied,peer_mean_income,irena,CHN|IDN|MYS|THA|ZAF,Kazakhstan
KAZ,2030,PV fixed-axis,UMIC,Europe & Central Asia,427.3,10.0509,0,32.32,0.145668,0.150699,74.45,proxied,peer_mean_income,irena,CHN|IDN|MYS|THA|ZAF,Kazakhstan
KEN,2025,PV fixed-axis,LMIC,Sub-Saharan Africa,457.05,8.6566,0,39.05,0.136065,0.141912,73.52,proxied,peer_mean_income,irena,IND|PHL|VNM,Kenya
KEN,2030,PV fixed-axis,LMIC,Sub-Saharan Africa,390.9,8.1074,0,29.11,0.136065,0.141912,63.58,proxied,peer_mean_income,irena,IND|PHL|VNM,Kenya
KGZ,2025,PV fixed-axis,LMIC,Europe & Central Asia,457.05,8.6566,0,39.05,,0.17663,89.39,proxied,peer_mean_income,peer_mean,IND|PHL|VNM,Kyrgyzstan
KGZ,2030,PV fixed-axis,LMIC,Europe & Central Asia,390.9,8.1074,0,29.11,,0.17663,77.15,proxied,peer_mean_income,peer_mean,IND|PHL|VNM,Kyrgyzstan
KHM,2025,PV fixed-axis,LMIC,East Asia & Pacific,506.22,10.4761,0,46.01,,0.156314,89.6,proxied,peer_mean_region_income,peer_mean,PHL|VNM,Cambodia
KHM,2030,PV fixed-axis,LMIC,East Asia & Pacific,423.87,9.81,0,33.93,,0.156314,76.07,proxied,peer_mean_region_income,peer_mean,PHL|VNM,Cambodia
KIR,2025,PV fixed-axis,LMIC,East Asia & Pacific,506.22,10.4761,0,46.01,,0.156314,89.6,proxied,peer_mean_region_income,peer_mean,PHL|VNM,Kiribati
KIR,2030,PV fixed-axis,LMIC,East Asia & Pacific,423.87,9.81,0,33.93,,0.156314,76.07,proxied,peer_mean_region_income,peer_mean,PHL|VNM,Kiribati
KNA,2025,PV fixed-axis,HIC,Latin America & Caribbean,623.4,13.9697,0,45.95,,0.089378,69.69,proxied,peer_mean_income,peer_mean,ARE|AUS|CAN|DEU|ESP|FRA|GBR|ITA|JPN|KOR|USA,Saint Kitts and Nevis
KNA,2030,PV fixed-axis,HIC,Latin America & Caribbean,497.26,13.0839,0,36.88,,0.089378,57.53,proxied,peer_mean_income,peer_mean,ARE|AUS|CAN|DEU|ESP|FRA|GBR|ITA|JPN|KOR|USA,Saint Kitts and Nevis
KOR,2025,PV fixed-axis,HIC,East Asia & Pacific,1006.54,21.7574,0,77.95,,0.075773,98.03,bnef,bnef,peer_mean,,"Korea, Republic of"
KOR,2030,PV fixed-axis,HIC,East Asia & Pacific,695.23,20.374,0,54.97,,0.075773,73.05,bnef,bnef,peer_mean,,"Korea, Republic of"
KWT,2025,PV fixed-axis,HIC,Middle East & North Africa,492.19,11.8838,0,28.97,0.074025,0.088945,55.66,proxied,peer_mean_region_income,irena,ARE,Kuwait
KWT,2030,PV fixed-axis,HIC,Middle East & North Africa,446.22,11.1281,0,24.91,0.074025,0.088945,50.82,proxied,peer_mean_region_income,irena,ARE,Kuwait
LAO,2025,PV fixed-axis,LMIC,East Asia & Pacific,506.22,10.4761,0,46.01,,0.156314,89.6,proxied,peer_mean_region_income,peer_mean,PHL|VNM,Lao People's Democratic Republic
LAO,2030,PV fixed-axis,LMIC,East Asia & Pacific,423.87,9.81,0,33.93,,0.156314,76.07,proxied,peer_mean_region_income,peer_mean,PHL|VNM,Lao People's Democratic Republic
LBN,2025,PV fixed-axis,LMIC,Middle East & North Africa,457.05,8.6566,0,39.05,0.210363,0.212157,105.62,proxied,peer_mean_income,irena,IND|PHL|VNM,Lebanon
LBN,2030,PV fixed-axis,LMIC,Middle East & North Africa,390.9,8.1074,0,29.11,0.210363,0.212157,91.04,proxied,peer_mean_income,irena,IND|PHL|VNM,Lebanon
LBR,2025,PV fixed-axis,LIC,Sub-Saharan Africa,573.91,12.2751,0,44.09,,0.144433,95.17,proxied,global_mean,peer_mean,ARE|AUS|CAN|CHN|DEU|ESP|FRA|GBR|IDN|IND|ITA|JPN|KOR|MYS|PHL|THA|USA|VNM|ZAF,Liberia
LBR,2030,PV fixed-axis,LIC,Sub-Saharan Africa,462.06,11.5,0,34.46,,0.144433,78.24,proxied,global_mean,peer_mean,ARE|AUS|CAN|CHN|DEU|ESP|FRA|GBR|IDN|IND|ITA|JPN|KOR|MYS|PHL|THA|USA|VNM|ZAF,Liberia
LBY,2025,PV fixed-axis,UMIC,Middle East & North Africa,535.15,10.7181,0,43.04,,0.126267,78.29,proxied,peer_mean_income,peer_mean,CHN|IDN|MYS|THA|ZAF,Libya
LBY,2030,PV fixed-axis,UMIC,Middle East & North Africa,427.3,10.0509,0,32.32,,0.126267,64.01,proxied,peer_mean_income,peer_mean,CHN|IDN|MYS|THA|ZAF,Libya
LCA,2025,PV fixed-axis,UMIC,Latin America & Caribbean,535.15,10.7181,0,43.04,,0.333547,189.21,proxied,peer_mean_income,peer_mean,CHN|IDN|MYS|THA|ZAF,Saint Lucia
LCA,2030,PV fixed-axis,UMIC,Latin America & Caribbean,427.3,10.0509,0,32.32,,0.333547,152.58,proxied,peer_mean_income,peer_mean,CHN|IDN|MYS|THA|ZAF,Saint Lucia
LKA,2025,PV fixed-axis,LMIC,South Asia,358.73,5.0176,0,25.14,0.103331,0.113001,45.55,proxied,peer_mean_region_income,irena,IND,Sri Lanka
LKA,2030,PV fixed-axis,LMIC,South Asia,324.97,4.7021,0,19.48,0.103331,0.113001,41.42,proxied,peer_mean_region_income,irena,IND,Sri Lanka
LSO,2025,PV fixed-axis,LMIC,Sub-Saharan Africa,457.05,8.6566,0,39.05,,0.142378,73.73,proxied,peer_mean_income,peer_mean,IND|PHL|VNM,Lesotho
LSO,2030,PV fixed-axis,LMIC,Sub-Saharan Africa,390.9,8.1074,0,29.11,,0.142378,63.76,proxied,peer_mean_income,peer_mean,IND|PHL|VNM,Lesotho
LTU,2025,PV fixed-axis,HIC,Europe & Central Asia,505.11,11.1583,0,41.62,0.085757,0.098328,60.83,proxied,peer_mean_region_income,irena,DEU|ESP|FRA|GBR|ITA,Lithuania
LTU,2030,PV fixed-axis,HIC,Europe & Central Asia,429.06,10.4559,0,35.54,0.085757,0.098328,52.64,proxied,peer_mean_region_income,irena,DEU|ESP|FRA|GBR|ITA,Lithuania
LUX,2025,PV fixed-axis,HIC,Europe & Central Asia,505.11,11.1583,0,41.62,0.052306,0.072601,47.83,proxied,peer_mean_region_income,irena,DEU|ESP|FRA|GBR|ITA,Luxembourg
LUX,2030,PV fixed-axis,HIC,Europe & Central Asia,429.06,10.4559,0,35.54,0.052306,0.072601,41.61,proxied,peer_mean_region_income,irena,DEU|ESP|FRA|GBR|ITA,Luxembourg
LVA,2025,PV fixed-axis,HIC,Europe & Central Asia,505.11,11.1583,0,41.62,0.079532,0.093305,58.29,proxied,peer_mean_region_income,irena,DEU|ESP|FRA|GBR|ITA,Latvia
LVA,2030,PV fixed-axis,HIC,Europe & Central Asia,429.06,10.4559,0,35.54,0.079532,0.093305,50.49,proxied,peer_mean_region_income,irena,DEU|ESP|FRA|GBR|ITA,Latvia
MAC,2025,PV fixed-axis,HIC,East Asia & Pacific,771.49,18.4174,0,55.59,,0.075773,76.88,proxied,peer_mean_region_income,peer_mean,AUS|JPN|KOR,Macao
MAC,2030,PV fixed-axis,HIC,East Asia & Pacific,576.43,17.2491,0,42.05,,0.075773,60.93,proxied,peer_mean_region_income,peer_mean,AUS|JPN|KOR,Macao
MAR,2025,PV fixed-axis,LMIC,Middle East & North Africa,457.05,8.6566,0,39.05,0.089672,0.101536,55.06,proxied,peer_mean_income,irena,IND|PHL|VNM,Morocco
MAR,2030,PV fixed-axis,LMIC,Middle East & North Africa,390.9,8.1074,0,29.11,0.089672,0.101536,47.8,proxied,peer_mean_income,irena,IND|PHL|VNM,Morocco
MDA,2025,PV fixed-axis,UMIC,Europe & Central Asia,535.15,10.7181,0,43.04,,0.149642,90.8,proxied,peer_mean_income,peer_mean,CHN|IDN|MYS|THA|ZAF,"Moldova, Republic of"
MDA,2030,PV fixed-axis,UMIC,Europe & Central Asia,427.3,10.0509,0,32.32,,0.149642,73.99,proxied,peer_mean_income,peer_mean,CHN|IDN|MYS|THA|ZAF,"Moldova, Republic of"
MDG,2025,PV fixed-axis,LIC,Sub-Saharan Africa,573.91,12.2751,0,44.09,,0.144433,95.17,proxied,global_mean,peer_mean,ARE|AUS|CAN|CHN|DEU|ESP|FRA|GBR|IDN|IND|ITA|JPN|KOR|MYS|PHL|THA|USA|VNM|ZAF,Madagascar
MDG,2030,PV fixed-axis,LIC,Sub-Saharan Africa,462.06,11.5,0,34.46,,0.144433,78.24,proxied,global_mean,peer_mean,ARE|AUS|CAN|CHN|DEU|ESP|FRA|GBR|IDN|IND|ITA|JPN|KOR|MYS|PHL|THA|USA|VNM|ZAF,Madagascar
MDV,2025,PV fixed-axis,UMIC,South Asia,535.15,10.7181,0,43.04,,0.142799,87.14,proxied,peer_mean_income,peer_mean,CHN|IDN|MYS|THA|ZAF,Maldives
MDV,2030,PV fixed-axis,UMIC,South Asia,427.3,10.0509,0,32.32,,0.142799,71.07,proxied,peer_mean_income,peer_mean,CHN|IDN|MYS|THA|ZAF,Maldives
MEX,2025,PV fixed-axis,UMIC,Latin America & Caribbean,535.15,10.7181,0,43.04,0.105454,0.114818,72.16,proxied,peer_mean_income,irena,CHN|IDN|MYS|THA|ZAF,Mexico
MEX,2030,PV fixed-axis,UMIC,Latin America & Caribbean,427.3,10.0509,0,32.32,0.105454,0.114818,59.11,proxied,peer_mean_income,irena,CHN|IDN|MYS|THA|ZAF,Mexico
MHL,2025,PV fixed-axis,UMIC,East Asia & Pacific,549.44,10.333,0,44.03,,0.082172,55.48,proxied,peer_mean_region_income,peer_mean,CHN|IDN|MYS|THA,Marshall Islands
MHL,2030,PV fixed-axis,UMIC,East Asia & Pacific,422.58,9.6798,0,32.25,,0.082172,44.4,proxied,peer_mean_region_income,peer_mean,CHN|IDN|MYS|THA,Marshall Islands
MKD,2025,PV fixed-axis,UMIC,Europe & Central Asia,535.15,10.7181,0,43.04,,0.149642,90.8,proxied,peer_mean_income,peer_mean,CHN|IDN|MYS|THA|ZAF,North Macedonia
MKD,2030,PV fixed-axis,UMIC,Europe & Central Asia,427.3,10.0509,0,32.32,,0.149642,73.99,proxied,peer_mean_income,peer_mean,CHN|IDN|MYS|THA|ZAF,North Macedonia
MLI,2025,PV fixed-axis,LIC,Sub-Saharan Africa,573.91,12.2751,0,44.09,,0.144433,95.17,proxied,global_mean,peer_mean,ARE|AUS|CAN|CHN|DEU|ESP|FRA|GBR|IDN|IND|ITA|JPN|KOR|MYS|PHL|THA|USA|VNM|ZAF,Mali
MLI,2030,PV fixed-axis,LIC,Sub-Saharan Africa,462.06,11.5,0,34.46,,0.144433,78.24,proxied,global_mean,peer_mean,ARE|AUS|CAN|CHN|DEU|ESP|FRA|GBR|IDN|IND|ITA|JPN|KOR|MYS|PHL|THA|USA|VNM|ZAF,Mali
MLT,2025,PV fixed-axis,HIC,Europe & Central Asia,505.11,11.1583,0,41.62,0.038479,0.062987,42.97,proxied,peer_mean_region_income,irena,DEU|ESP|FRA|GBR|ITA,Malta
MLT,2030,PV fixed-axis,HIC,Europe & Central Asia,429.06,10.4559,0,35.54,0.038479,0.062987,37.48,proxied,peer_mean_region_income,irena,DEU|ESP|FRA|GBR|ITA,Malta
MMR,2025,PV fixed-axis,LMIC,East Asia & Pacific,506.22,10.4761,0,46.01,0.254687,0.255567,139.85,proxied,peer_mean_region_income,irena,PHL|VNM,Myanmar
MMR,2030,PV fixed-axis,LMIC,East Asia & Pacific,423.87,9.81,0,33.93,0.254687,0.255567,118.14,proxied,peer_mean_region_income,irena,PHL|VNM,Myanmar
MNE,2025,PV fixed-axis,UMIC,Europe & Central Asia,535.15,10.7181,0,43.04,0.113974,0.1222,76.11,proxied,peer_mean_income,irena,CHN|IDN|MYS|THA|ZAF,Montenegro
MNE,2030,PV fixed-axis,UMIC,Europe & Central Asia,427.3,10.0509,0,32.32,0.113974,0.1222,62.27,proxied,peer_mean_income,irena,CHN|IDN|MYS|THA|ZAF,Montenegro
MNG,2025,PV fixed-axis,LMIC,East Asia & Pacific,506.22,10.4761,0,46.01,0.164184,0.167939,95.49,proxied,peer_mean_region_income,irena,PHL|VNM,Mongolia
MNG,2030,PV fixed-axis,LMIC,East Asia & Pacific,423.87,9.81,0,33.93,0.164184,0.167939,80.99,proxied,peer_mean_region_income,irena,PHL|VNM,Mongolia
MOZ,2025,PV fixed-axis,LIC,Sub-Saharan Africa,573.91,12.2751,0,44.09,,0.144433,95.17,proxied,global_mean,peer_mean,ARE|AUS|CAN|CHN|DEU|ESP|FRA|GBR|IDN|IND|ITA|JPN|KOR|MYS|PHL|THA|USA|VNM|ZAF,Mozambique
MOZ,2030,PV fixed-axis,LIC,Sub-Saharan Africa,462.06,11.5,0,34.46,,0.144433,78.24,proxied,global_mean,peer_mean,ARE|AUS|CAN|CHN|DEU|ESP|FRA|GBR|IDN|IND|ITA|JPN|KOR|MYS|PHL|THA|USA|VNM|ZAF,Mozambique
MRT,2025,PV fixed-axis,LMIC,Sub-Saharan Africa,457.05,8.6566,0,39.05,,0.142378,73.73,proxied,peer_mean_income,peer_mean,IND|PHL|VNM,Mauritania
MRT,2030,PV fixed-axis,LMIC,Sub-Saharan Africa,390.9,8.1074,0,29.11,,0.142378,63.76,proxied,peer_mean_income,peer_mean,IND|PHL|VNM,Mauritania
MUS,2025,PV fixed-axis,UMIC,Sub-Saharan Africa,477.96,12.2584,0,39.09,0.082959,0.096058,58.17,proxied,peer_mean_region_income,irena,ZAF,Mauritius
MUS,2030,PV fixed-axis,UMIC,Sub-Saharan Africa,446.22,11.5353,0,32.58,0.082959,0.096058,54.4,proxied,peer_mean_region_income,irena,ZAF,Mauritius
MWI,2025,PV fixed-axis,LIC,Sub-Saharan Africa,573.91,12.2751,0,44.09,,0.144433,95.17,proxied,global_mean,peer_mean,ARE|AUS|CAN|CHN|DEU|ESP|FRA|GBR|IDN|IND|ITA|JPN|KOR|MYS|PHL|THA|USA|VNM|ZAF,Malawi
MWI,2030,PV fixed-axis,LIC,Sub-Saharan Africa,462.06,11.5,0,34.46,,0.144433,78.24,proxied,global_mean,peer_mean,ARE|AUS|CAN|CHN|DEU|ESP|FRA|GBR|IDN|IND|ITA|JPN|KOR|MYS|PHL|THA|USA|VNM|ZAF,Malawi
MYS,2025,PV fixed-axis,UMIC,East Asia & Pacific,586.55,12.6663,0,46.01,0.076373,0.090794,65.92,bnef,bnef,irena,,Malaysia
MYS,2030,PV fixed-axis,UMIC,East Asia & Pacific,443.24,11.8576,0,34.03,0.076373,0.090794,52.1,bnef,bnef,irena,,Malaysia
NAM,2025,PV fixed-axis,UMIC,Sub-Saharan Africa,477.96,12.2584,0,39.09,0.087704,0.099918,60.02,proxied,peer_mean_region_income,irena,ZAF,Namibia
NAM,2030,PV fixed-axis,UMIC,Sub-Saharan Africa,446.22,11.5353,0,32.58,0.087704,0.099918,56.12,proxied,peer_mean_region_income,irena,ZAF,Namibia
NER,2025,PV fixed-axis,LIC,Sub-Saharan Africa,573.91,12.2751,0,44.09,,0.144433,95.17,proxied,global_mean,peer_mean,ARE|AUS|CAN|CHN|DEU|ESP|FRA|GBR|IDN|IND|ITA|JPN|KOR|MYS|PHL|THA|USA|VNM|ZAF,Niger
NER,2030,PV fixed-axis,LIC,Sub-Saharan Africa,462.06,11.5,0,34.46,,0.144433,78.24,proxied,global_mean,peer_mean,ARE|AUS|CAN|CHN|DEU|ESP|FRA|GBR|IDN|IND|ITA|JPN|KOR|MYS|PHL|THA|USA|VNM|ZAF,Niger
NGA,2025,PV fixed-axis,LMIC,Sub-Saharan Africa,457.05,8.6566,0,39.05,,0.142378,73.73,proxied,peer_mean_income,peer_mean,IND|PHL|VNM,Nigeria
NGA,2030,PV fixed-axis,LMIC,Sub-Saharan Africa,390.9,8.1074,0,29.11,,0.142378,63.76,proxied,peer_mean_income,peer_mean,IND|PHL|VNM,Nigeria
NIC,2025,PV fixed-axis,LMIC,Latin America & Caribbean,457.05,8.6566,0,39.05,0.13568,0.141562,73.36,proxied,peer_mean_income,irena,IND|PHL|VNM,Nicaragua
NIC,2030,PV fixed-axis,LMIC,Latin America & Caribbean,390.9,8.1074,0,29.11,0.13568,0.141562,63.44,proxied,peer_mean_income,irena,IND|PHL|VNM,Nicaragua
NLD,2025,PV fixed-axis,HIC,Europe & Central Asia,505.11,11.1583,0,41.62,0.036098,0.0614,42.17,proxied,peer_mean_region_income,irena,DEU|ESP|FRA|GBR|ITA,"Netherlands, Kingdom of the"
NLD,2030,PV fixed-axis,HIC,Europe & Central Asia,429.06,10.4559,0,35.54,0.036098,0.0614,36.8,proxied,peer_mean_region_income,irena,DEU|ESP|FRA|GBR|ITA,"Netherlands, Kingdom of the"
NOR,2025,PV fixed-axis,HIC,Europe & Central Asia,505.11,11.1583,0,41.62,0.067292,0.083727,53.45,proxied,peer_mean_region_income,irena,DEU|ESP|FRA|GBR|ITA,Norway
NOR,2030,PV fixed-axis,HIC,Europe & Central Asia,429.06,10.4559,0,35.54,0.067292,0.083727,46.38,proxied,peer_mean_region_income,irena,DEU|ESP|FRA|GBR|ITA,Norway
